experiment_id,X1_ActualPosition_mean,X1_ActualPosition_std,X1_ActualPosition_max,X1_ActualPosition_p95,X1_ActualVelocity_mean,X1_ActualVelocity_std,X1_ActualVelocity_max,X1_ActualVelocity_p95,X1_ActualAcceleration_mean,X1_ActualAcceleration_std,X1_ActualAcceleration_max,X1_ActualAcceleration_p95,X1_CommandPosition_mean,X1_CommandPosition_std,X1_CommandPosition_max,X1_CommandPosition_p95,X1_CommandVelocity_mean,X1_CommandVelocity_std,X1_CommandVelocity_max,X1_CommandVelocity_p95,X1_CommandAcceleration_mean,X1_CommandAcceleration_std,X1_CommandAcceleration_max,X1_CommandAcceleration_p95,X1_CurrentFeedback_mean,X1_CurrentFeedback_std,X1_CurrentFeedback_max,X1_CurrentFeedback_p95,X1_DCBusVoltage_mean,X1_DCBusVoltage_std,X1_DCBusVoltage_max,X1_DCBusVoltage_p95,X1_OutputCurrent_mean,X1_OutputCurrent_std,X1_OutputCurrent_max,X1_OutputCurrent_p95,X1_OutputVoltage_mean,X1_OutputVoltage_std,X1_OutputVoltage_max,X1_OutputVoltage_p95,X1_OutputPower_mean,X1_OutputPower_std,X1_OutputPower_max,X1_OutputPower_p95,Y1_ActualPosition_mean,Y1_ActualPosition_std,Y1_ActualPosition_max,Y1_ActualPosition_p95,Y1_ActualVelocity_mean,Y1_ActualVelocity_std,Y1_ActualVelocity_max,Y1_ActualVelocity_p95,Y1_ActualAcceleration_mean,Y1_ActualAcceleration_std,Y1_ActualAcceleration_max,Y1_ActualAcceleration_p95,Y1_CommandPosition_mean,Y1_CommandPosition_std,Y1_CommandPosition_max,Y1_CommandPosition_p95,Y1_CommandVelocity_mean,Y1_CommandVelocity_std,Y1_CommandVelocity_max,Y1_CommandVelocity_p95,Y1_CommandAcceleration_mean,Y1_CommandAcceleration_std,Y1_CommandAcceleration_max,Y1_CommandAcceleration_p95,Y1_CurrentFeedback_mean,Y1_CurrentFeedback_std,Y1_CurrentFeedback_max,Y1_CurrentFeedback_p95,Y1_DCBusVoltage_mean,Y1_DCBusVoltage_std,Y1_DCBusVoltage_max,Y1_DCBusVoltage_p95,Y1_OutputCurrent_mean,Y1_OutputCurrent_std,Y1_OutputCurrent_max,Y1_OutputCurrent_p95,Y1_OutputVoltage_mean,Y1_OutputVoltage_std,Y1_OutputVoltage_max,Y1_OutputVoltage_p95,Y1_OutputPower_mean,Y1_OutputPower_std,Y1_OutputPower_max,Y1_OutputPower_p95,Z1_ActualPosition_mean,Z1_ActualPosition_std,Z1_ActualPosition_max,Z1_ActualPosition_p95,Z1_ActualVelocity_mean,Z1_ActualVelocity_std,Z1_ActualVelocity_max,Z1_ActualVelocity_p95,Z1_ActualAcceleration_mean,Z1_ActualAcceleration_std,Z1_ActualAcceleration_max,Z1_ActualAcceleration_p95,Z1_CommandPosition_mean,Z1_CommandPosition_std,Z1_CommandPosition_max,Z1_CommandPosition_p95,Z1_CommandVelocity_mean,Z1_CommandVelocity_std,Z1_CommandVelocity_max,Z1_CommandVelocity_p95,Z1_CommandAcceleration_mean,Z1_CommandAcceleration_std,Z1_CommandAcceleration_max,Z1_CommandAcceleration_p95,Z1_CurrentFeedback_mean,Z1_CurrentFeedback_std,Z1_CurrentFeedback_max,Z1_CurrentFeedback_p95,Z1_DCBusVoltage_mean,Z1_DCBusVoltage_std,Z1_DCBusVoltage_max,Z1_DCBusVoltage_p95,Z1_OutputCurrent_mean,Z1_OutputCurrent_std,Z1_OutputCurrent_max,Z1_OutputCurrent_p95,Z1_OutputVoltage_mean,Z1_OutputVoltage_std,Z1_OutputVoltage_max,Z1_OutputVoltage_p95,S1_ActualPosition_mean,S1_ActualPosition_std,S1_ActualPosition_max,S1_ActualPosition_p95,S1_ActualVelocity_mean,S1_ActualVelocity_std,S1_ActualVelocity_max,S1_ActualVelocity_p95,S1_ActualAcceleration_mean,S1_ActualAcceleration_std,S1_ActualAcceleration_max,S1_ActualAcceleration_p95,S1_CommandPosition_mean,S1_CommandPosition_std,S1_CommandPosition_max,S1_CommandPosition_p95,S1_CommandVelocity_mean,S1_CommandVelocity_std,S1_CommandVelocity_max,S1_CommandVelocity_p95,S1_CommandAcceleration_mean,S1_CommandAcceleration_std,S1_CommandAcceleration_max,S1_CommandAcceleration_p95,S1_CurrentFeedback_mean,S1_CurrentFeedback_std,S1_CurrentFeedback_max,S1_CurrentFeedback_p95,S1_DCBusVoltage_mean,S1_DCBusVoltage_std,S1_DCBusVoltage_max,S1_DCBusVoltage_p95,S1_OutputCurrent_mean,S1_OutputCurrent_std,S1_OutputCurrent_max,S1_OutputCurrent_p95,S1_OutputVoltage_mean,S1_OutputVoltage_std,S1_OutputVoltage_max,S1_OutputVoltage_p95,S1_OutputPower_mean,S1_OutputPower_std,S1_OutputPower_max,S1_OutputPower_p95,S1_SystemInertia_mean,S1_SystemInertia_std,S1_SystemInertia_max,S1_SystemInertia_p95,label
1.0,151.59535822401614,7.026455603859428,162.0,162.0,-0.27471241170534816,4.501815996734364,6.82,6.1,3.321947527749749,94.52286254678076,1030.0,87.5,151.59838546922302,7.032586499475438,162.0,162.0,-0.28067871846619585,4.510064641954698,6.0,6.0,-0.5647598385469218,65.48829114509543,937.0,8.915,-0.23188523713420786,4.845867097040377,17.5,6.1850000000000005,0.08092270433905147,0.027229581156566283,0.254,0.112,325.83148335015136,0.4224498722049891,327.0,326.0,10.240058526740665,4.571554024000442,21.5,15.2,0.0007154530343087789,0.0005322197006401836,0.00221,0.00137,87.55267406659938,11.88886523020092,105.0,105.0,0.12005045408678103,3.683918771514013,6.43,6.05,3.5121089808274473,65.13709000361841,550.0,75.0,87.5561049445005,11.886715552443752,105.0,105.0,0.15208594651866789,3.6927708580641054,6.0,6.0,3.520778002018163,73.55897929230593,911.0,9.0,0.07224373259334015,5.093513793784588,27.9,7.585,0.07803733602421796,0.04237108588219841,0.345,0.1475,324.3582240161453,0.5000811985212459,325.0,325.0,8.403357214934411,5.171374358753315,22.8,15.649999999999999,0.0005727520675782038,0.000674483138924629,0.00423,0.0018,28.682542885973767,1.364494262819286,39.0,29.5,-0.22909182643794151,1.1424966167642043,0.15,0.025,0.05211907164480326,20.47851180042118,175.0,12.5,28.680625630676087,1.3586914269442667,39.0,29.5,-0.22671039354187691,1.1401284629776471,0.0,0.0,0.7850655903128153,24.701512125420123,778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.013562058526745,1112.8129584073506,2140.0,1880.0,53.24308779011099,1.5873141615920197,53.7,53.5,1.0472608476286576,34.283366288073296,125.0,56.4,36.461493440968745,1112.816503794968,2140.0,1880.0,53.21281533804237,1.5414970527639622,53.3,53.3,0.40363267692028254,6.340374601468429,100.0,9.54e-07,21.11581231079717,4.132933018951806,62.0,26.3,0.927757820383451,0.1433711950604077,2.65,1.07,319.9848637739657,2.274939805062855,324.0,323.0,118.05963673057518,3.539924441950061,129.0,121.0,0.17728314833501513,0.02194248303250755,0.441,0.206,12.0,0.0,12.0,12.0,unworn
2.0,151.98245614035088,8.085705880219097,197.0,162.0,-1.3075789473684207,14.027162231857698,20.2,20.1,13.516842105263157,246.89379948697663,1440.0,213.0,152.06315789473683,8.513119525931053,198.0,162.0,-1.1900856182456137,14.218299432984805,20.0,20.0,15.133617543859646,199.29783834191397,1000.0,129.60000000000002,-0.3137528771929825,6.8280530971604385,25.8,8.256,0.10087719298245613,0.057319818738293546,0.321,0.1678000000000001,325.5473684210526,0.7460081517728488,329.0,326.8,19.808838596491228,13.180812325494731,39.7,33.88,0.002916494136842105,0.00268006677549558,0.0132,0.006252000000000001,88.6178947368421,13.431847299744607,158.0,105.0,0.007754385964912209,11.555159865558812,20.8,20.0,5.73,236.6666112873669,1150.0,206.0,88.61964912280702,13.431070284965834,158.0,105.0,0.17933736842105266,11.331290334151081,20.0,20.0,28.688631914385965,297.3039788522503,1000.0,942.0000000000016,0.057779578947368467,6.180156175912717,14.4,9.338000000000003,0.09427333333333333,0.05748731049402343,0.345,0.18140000000000003,324.24912280701756,0.6890427652089944,328.0,325.0,14.475649122807019,13.058314919219738,50.3,34.06,0.0020454142940350872,0.0028567098493368,0.0114,0.006808,29.51157894736842,9.007040480017817,119.0,29.5,-0.07243859649122807,6.434204112554954,50.3,0.05,5.025087719298245,49.805555179585056,794.0,25.0,29.511929824561403,9.009036289874095,119.0,29.5,-0.0329824561403509,6.356394753541516,50.0,0.0,3.947367751578948,59.56521450529603,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0456140350877,552.2059252527738,2080.0,1988.0,52.75367631578947,5.449102944265433,53.5,53.5,-2.3514035087719294,38.355903511330744,125.0,56.56,1150.5543859649122,552.2699391046538,2080.0,1988.0,52.725263157894744,5.443082880733804,53.3,53.3,0.35087715281403503,5.9130875625073465,100.0,9.54e-07,21.16264105263158,5.3337891446130365,69.6,27.46,0.9160807017543858,0.1811271255016487,3.0,1.08,319.9789473684211,2.825866539485597,329.0,323.0,116.57543859649122,12.197444090935313,123.0,121.0,0.1754877069473684,0.033403038125151434,0.535,0.206,12.0,0.0,12.0,12.0,unworn
3.0,151.56998992950653,7.0192789974044425,162.0,162.0,-0.30255287009063436,4.4850893568856645,6.35,6.081999999999999,-0.23967774420946558,97.47013750701458,1060.0,87.5,151.56898288016112,7.025598760125496,162.0,162.0,-0.2948307688116818,4.489617334474082,6.0,6.0,-1.4218217522658612,76.4367016125585,875.0,8.868,-0.24573172205438062,4.815954346384105,21.9,6.184,0.08151520644511583,0.02834399219655103,0.29,0.114,326.2175226586103,0.4521573059739281,327.0,327.0,10.121115810674723,4.569334777166423,24.0,15.0,0.0007228659828801611,0.0005561097888383095,0.00375,0.001414,87.49305135951663,11.879317715257933,105.0,105.0,0.14390735146022152,3.6403313552627456,6.72,6.03,-1.7430513595166162,108.51414144854385,1090.0,68.7,87.49778449144007,11.87930724877748,105.0,105.0,0.14699861556898286,3.6616782376267905,6.0,6.0,-1.7791660725075529,82.86048867978788,875.0,8.953999999999999,0.0801925881168177,5.203844628772256,30.7,7.558,0.08000352467270896,0.04367644998908668,0.348,0.14739999999999998,324.94058408862037,0.3380747297400709,326.0,325.0,8.386318227593154,5.1888821256060655,23.4,15.8,0.0005700342036253777,0.0006708851149823967,0.00444,0.0018,28.690130916414905,1.3879583138363698,39.0,29.5,-0.2280513595166163,1.1476452771461025,0.05,0.025,0.11137965760322247,29.672654182827067,219.0,18.8,28.688016112789523,1.3817350447460435,39.0,29.5,-0.23564954682779457,1.1654898421035778,0.0,0.0,-0.12588116817724068,3.9647572376695925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.64424974823766,1164.4473090343276,2150.0,1820.0,52.989325276938565,3.8999117982557974,53.5,53.5,-0.09785951661631416,35.256511770640124,139.0,54.839999999999996,179.09100704934542,1164.353882201099,2150.0,1820.0,52.927794561933524,4.1629610353888475,53.3,53.3,0.5035246362014099,7.078059777342577,100.0,9.54e-07,20.99565659617321,4.898496338525644,70.4,26.6,0.9197643504531722,0.16964388047104725,2.9,1.08,319.9959718026183,2.5007519286548936,329.0,323.0,117.3098690835851,9.232661455171064,129.0,121.0,0.17555674024169185,0.02694241527434539,0.551,0.20739999999999997,12.0,0.0,12.0,12.0,unworn
4.0,148.7482993197279,6.293116353144699,159.0,159.0,-0.008707482993197383,4.331590377695944,6.2,6.05,3.409523809523808,121.80933444082231,1020.0,75.0,148.75510204081633,6.286354769029876,159.0,159.0,-0.11368428571428563,4.346938571150872,6.0,6.0,-9.35842857142857,84.81161766290417,13.5,8.800999999999997,-0.2516530612244899,5.560483510094068,17.4,6.525999999999999,0.08836802721088435,0.036580116130325545,0.296,0.11969999999999999,325.89115646258506,0.4966452312501763,327.0,326.0,10.01616326530612,4.843587535932679,23.6,14.87,0.0007680931278911564,0.0006834799256021077,0.00465,0.0014769999999999998,86.25714285714285,11.06101199685444,105.0,105.0,2.191904761904762,3.0422791387833965,6.4,6.194,3.553741496598639,102.6088932256576,1060.0,60.63999999999993,86.27551020408163,11.0665678536491,105.0,105.0,2.176762591836735,3.0071214739761105,6.0,6.0,-6.67851700680272,103.24647315558066,500.0,8.862999999999996,3.0867340136054424,4.3235484086852125,22.8,7.872999999999999,0.08251224489795919,0.04426278653486675,0.355,0.14469999999999997,324.53061224489795,0.620578207989142,325.0,325.0,8.51695238095238,4.938966326255129,23.8,15.27,0.0006158924829931972,0.0007419517245707167,0.00534,0.0018249999999999994,29.50816326530612,0.07781908557117385,30.4,29.5,-0.08897959183673469,0.7706225813255235,0.05,0.0,-1.9962585034013605,34.05698260610437,75.0,0.0,29.506802721088434,0.06767254484596405,30.3,29.5,-0.08163265306122448,0.6950769945276082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99.19557823129252,226.73789450433176,290.0,251.49999999999994,52.59183673469388,4.711377316480012,53.5,53.5,3.945877551020408,38.713791798799406,133.0,61.309999999999995,-98.61224489795919,226.7404003587018,291.0,252.19999999999993,52.58775510204082,4.587796559717782,53.3,53.3,3.401360719442177,18.12641166028193,100.0,9.54e-07,23.61904761904762,8.284510038376663,75.4,28.179999999999996,0.9885850340136054,0.33968758843266983,3.03,1.107,317.2244897959184,3.465664268408647,323.0,321.7,116.06870748299319,9.091453733174966,130.0,119.69999999999999,0.18300680272108844,0.0437470304684949,0.568,0.20869999999999997,12.0,0.0,12.0,12.0,unworn
5.0,148.72916666666666,6.300593832242234,159.0,159.0,-0.13291666666666643,14.393294584390873,20.3,20.1,98.14895833333333,227.63645506815965,944.0,703.1999999999998,148.625,6.349622692202533,159.0,159.0,0.5266666666666665,14.399986448681895,20.0,20.0,80.60416666666667,249.37062607553753,1000.0,794.9499999999991,0.8943208333333331,6.336394001157069,18.9,8.5535,0.09973541666666667,0.05374712972794971,0.328,0.1533,323.1458333333333,0.9787233038788621,326.0,324.0,20.505625000000002,11.947525006294887,34.5,33.3,0.0028259175000000004,0.0024712716488585556,0.00776,0.006232499999999999,85.57083333333333,10.855719658574255,105.0,105.0,6.919791666666666,10.103269631572934,20.2,20.065,40.14270833333334,180.33984815411225,1120.0,187.04999999999995,85.63333333333333,10.885183609945319,105.0,105.0,7.28125,10.110549487416597,20.0,20.0,39.755625,162.18068051695525,1000.0,115.21499999999996,3.7048854166666665,4.8675208814390984,12.8,9.965,0.10015625,0.058688872121872473,0.274,0.17965,322.125,0.8322910148099242,325.0,323.0,16.924020833333334,13.094244720947671,35.3,34.65,0.002638585958333333,0.0028906395214654125,0.00886,0.007443499999999999,29.520833333333332,0.14282613750835507,30.5,29.5,-0.015729166666666666,0.16555773660359563,0.15,0.025,-2.995833333333333,41.064803757462286,31.3,12.5,29.51875,0.12854352375751937,30.4,29.5,-0.20833333333333334,1.4282613750835507,0.0,0.0,-20.833333333333332,142.82613750835506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1395.0,72.97259759663213,-1270.0,-1283.5,50.9375,8.397981528319766,53.5,53.5,12.2890625,48.59294278725317,150.0,110.0,-1394.5833333333333,73.42678704366381,-1270.0,-1283.5,50.97708333333333,8.199904460402099,53.3,53.3,10.416666626916667,30.547663135669602,100.0,100.0,25.84166666666667,12.312270866452252,66.5,60.425,1.1842916666666665,0.5445425434226625,3.07,2.6639999999999997,317.8541666666667,2.4237503939601996,321.0,320.0,115.27708333333334,15.712975524272572,123.0,122.0,0.20510416666666667,0.06645714144699241,0.56,0.2870499999999999,12.0,0.0,12.0,12.0,unworn
6.0,151.60141271442987,7.018180083710184,162.0,162.0,-0.2714177598385469,4.4998438007477075,6.68,6.07,-1.9487386478304745,92.40004194089647,881.0,81.2,151.6034308779011,7.014986720098877,162.0,162.0,-0.2802520282542885,4.510957164125077,6.0,6.0,-0.8776185671039356,55.67555290345818,937.0,8.91,-0.19862403632694256,4.861258751387685,15.2,6.15,0.08275257315842584,0.02676841653992519,0.311,0.112,324.76185671039354,0.4877905702416002,326.0,325.0,10.026579212916246,4.659719999939082,23.9,14.95,0.0007307515903128154,0.0005526004450031038,0.00499,0.00139,87.53753784056507,11.893086782296345,105.0,105.0,0.10186175580222001,3.6555394275838586,6.8,6.05,0.2546922300706357,86.17902605311984,575.0,75.0,87.53773965691221,11.894622606853344,105.0,105.0,0.1054101644803229,3.6650771817870145,6.0,6.0,0.5710766902119075,76.66141662324218,911.0,8.995000000000001,0.07058516649848641,5.206970274517547,30.0,7.43,0.0805217961654894,0.04408610450810003,0.411,0.147,323.5237134207871,0.5457779740740395,325.0,324.0,8.254396972754794,5.246650264153308,24.0,15.7,0.0005795216068617558,0.000691388555393705,0.00547,0.00176,28.984460141271438,2.1638766008413226,55.7,29.7,-0.1558375378405651,1.942599882522331,50.3,0.025,2.787638748738648,29.18653059526547,487.0,12.5,28.98304742684157,2.160473094649708,55.7,29.7,-0.15539858728557013,1.9509806630219049,50.0,0.0,1.0090817356205852,31.750015585372903,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.10921695257315,1118.7495626282166,2150.0,1875.0,53.002502018163455,3.801319171732279,53.5,53.5,0.5976231079717458,41.96119368890332,123.0,62.7,-73.6161675075681,1118.7132160958508,2150.0,1875.0,52.965893037336016,3.8958627936342123,53.3,53.3,0.5045408745489405,7.085162333139516,100.0,9.54e-07,20.910711402623612,4.8767619225366206,65.4,26.75,0.9290252270433905,0.17273890392639157,2.98,1.1,318.2018163471241,2.4711527867442924,328.0,322.0,117.68415741675075,8.717883614958312,129.0,122.0,0.17671328212916249,0.02587700449745912,0.481,0.212,12.0,0.0,12.0,12.0,worn
7.0,151.39453125,6.969002894444329,162.0,162.0,-1.00056640625,14.402321853674852,20.4,20.0,2.2679687500000005,210.816738138763,1130.0,188.0,151.36328125,6.998106564164226,162.0,162.0,-1.054655078125,14.404582247721747,20.0,20.0,-9.348789062499998,223.7775659618955,1000.0,144.5,-0.56516796875,6.268553576115486,15.7,8.3225,0.09808046875000001,0.05065946058393509,0.334,0.154,324.57421875,0.7618589614544398,326.0,326.0,20.465516796875,13.240149604151147,36.8,33.9,0.00298355230859375,0.0026061987705678132,0.0137,0.006115000000000001,86.321484375,11.583058047602577,105.0,105.0,1.2017773437500001,11.387267597846089,20.6,20.0,9.2033203125,252.45209283828223,1460.0,217.5,86.333984375,11.584559082017572,105.0,105.0,1.226060971875,11.636712873048191,20.0,20.0,3.8876328125,244.0223275872508,1000.0,129.25,0.444102734375,7.276679249935222,29.4,10.175,0.10231875000000001,0.07446367848865983,0.43,0.22325,323.40234375,0.7003308195673938,325.0,324.0,15.561460937500001,12.83247454665941,36.9,33.725,0.002506117390625,0.0031235205655796953,0.014,0.00812,29.232812499999994,1.4874269611795234,39.7,29.7,-0.8652539062500001,3.956130630355609,0.1,0.025,-11.4544921875,83.30618452558535,81.2,12.5,29.22578124999999,1.4652616070683204,39.6,29.7,-0.9140625,4.137343924076623,0.0,0.0,-5.859375,69.63102917959331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.61914062500006,436.40081811071224,260.0,192.25,53.01093749999999,2.896569478899781,53.6,53.5,-1.380980468750001,40.74185371272197,110.0,58.1,-500.139453125,436.41355436745823,261.0,192.5,52.993749999999984,2.806764986153989,53.3,53.3,1.562499992546875,12.401959271554292,100.0,9.54e-07,23.334375,6.761707872969298,70.1,30.150000000000002,1.02635546875,0.25338263626522983,2.85,1.24,318.27734375,2.5854978619863402,323.0,321.25,118.6,5.754780621361687,124.0,123.0,0.1938828125,0.0330699119985198,0.489,0.23450000000000001,12.0,0.0,12.0,12.0,worn
8.0,151.53703703703704,7.175609312011646,162.0,162.0,-0.963641975308642,13.95341844951888,20.3,20.0,7.3743827160493804,243.8024028341505,1440.0,217.04999999999956,151.50925925925927,7.176559111849568,162.0,162.0,-0.9145404358024694,14.081023034407332,20.0,20.0,2.471141975308645,226.9029230878145,1000.0,127.5499999999999,-0.4239114228395061,6.5456853213440604,24.4,8.4885,0.09898364197530865,0.05625853030798998,0.365,0.1660999999999998,324.0432098765432,0.5863547722282131,325.0,325.0,19.469243827160494,13.327832609045847,37.8,34.085,0.0028033317870370367,0.002666385607529081,0.0136,0.00602,87.58148148148148,11.853442601578509,105.0,105.0,0.06175925925925923,11.320561689542407,20.5,19.8,15.729012345679012,272.58900410942886,1220.0,437.24999999999574,87.57469135802468,11.841550676985017,105.0,105.0,0.324282098765432,11.18030924535546,20.0,20.0,40.5882895345679,312.3443636396543,1000.0,970.6999999999999,0.38277095679012324,6.39187029738471,22.2,10.869999999999994,0.0960287037037037,0.06289270902844701,0.351,0.18184999999999996,322.8425925925926,0.5181049938347326,324.0,324.0,14.608765432098764,12.593259097061358,36.9,33.785,0.002045446533024691,0.0028421262192402487,0.0115,0.007060999999999998,28.87592592592592,1.3661835440359078,38.9,29.7,-0.7128086419753086,3.674788183253175,0.45,0.025,8.83395061728395,76.06860008139523,881.0,18.8,28.86913580246913,1.3418148733700923,38.7,29.7,-0.6666666666666666,3.5066075195687776,0.0,0.0,6.172839506172839,78.32455271882418,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.5925925925926,657.6968376961385,2140.0,2058.4999999999995,53.080864197530865,2.583053364772279,53.6,53.5,-0.8215061728395062,41.46624281293842,122.0,67.69499999999991,1181.8950617283951,657.6627959566284,2140.0,2058.4999999999995,53.058024691358035,2.4980171987631032,53.3,53.3,1.2345679365679012,11.04231099604859,100.0,9.54e-07,21.806172839506168,6.2160404943112,66.4,28.069999999999993,0.9879444444444444,0.22956143775404375,2.96,1.1484999999999996,318.39506172839504,2.477947240571075,322.0,321.0,118.63333333333333,5.08334851242421,124.0,122.0,0.18675925925925926,0.031058448594238137,0.503,0.218,12.0,0.0,12.0,12.0,worn
9.0,151.55263157894737,7.0844769495676205,162.0,162.0,-0.617177033492823,10.904654993335786,15.4,15.1,6.575,201.40284356911963,1330.0,144.0,151.5358851674641,7.089307556648004,162.0,162.0,-0.5807571289473684,10.932512010314273,15.0,15.0,0.5514751196172247,164.297491255295,1000.0,65.2149999999999,-0.15043684210526315,5.739598736389771,17.2,7.972999999999999,0.0923739234449761,0.04374251284575596,0.349,0.14015,323.85885167464113,0.575978985204076,326.0,325.0,16.677787081339716,10.096208775637939,30.9,27.1,0.0020477743540669854,0.001795249701076031,0.00844,0.00437,87.49856459330142,11.888501052266896,105.0,105.0,0.24954545454545463,8.815040785598308,15.5,15.0,6.3533492822966515,199.40289263012406,1250.0,163.89999999999986,87.5004784688995,11.877414124221001,105.0,105.0,0.3490716028708134,8.790224045055524,15.0,15.0,14.15531100478469,197.0761292517818,1000.0,76.22499999999997,0.17562275119617238,6.002927190972667,25.4,9.414499999999999,0.08903516746411484,0.056267608897982845,0.327,0.17814999999999998,322.72727272727275,0.5288542524710157,324.0,323.0,12.749636363636364,10.221855713685503,30.4,27.514999999999997,0.0015930866272727275,0.002044840241103425,0.0105,0.005177499999999999,28.898803827751188,1.4280422925346592,39.7,29.7,-0.5852990430622009,2.8697686699777187,0.15,0.025,-3.4648325358851677,67.37752539475784,163.0,18.8,28.894736842105253,1.4149309931713696,39.6,29.7,-0.5866746411483253,2.878898928007423,0.0,0.0,0.07416267942583732,68.10768810731147,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-877.6771555023923,693.2085616870419,299.0,187.7499999999999,53.06889952153109,2.88683519606406,53.5,53.5,0.025783492822966582,38.46146812800284,117.0,56.9,-877.1126435406698,693.2178467321796,299.0,187.89999999999986,53.04186602870813,2.810079833571799,53.3,53.3,1.1961723104258375,10.871356708532453,100.0,9.54e-07,21.99712918660287,5.749503110426469,70.0,28.314999999999998,0.9678181818181818,0.22455909049505643,3.04,1.16,317.7129186602871,2.6894932195625345,322.0,321.0,117.9055023923445,5.775057187002755,128.0,122.0,0.18301196172248801,0.030925165894871594,0.514,0.223,12.0,0.0,12.0,12.0,worn
10.0,151.55859375,7.063363081596537,162.0,162.0,-0.5082519531249999,8.85991143773833,12.8,12.2,1.761425781249999,168.44333336176246,1380.0,131.0,151.5546875,7.068369898876526,162.0,162.0,-0.56296583984375,8.8230850581774,12.0,12.0,-7.1061679687499995,127.08739019775516,1000.0,35.934999999999995,-0.27589380859374996,5.2218101392349885,16.1,7.2025,0.0881333984375,0.03592953495664288,0.315,0.134,324.05078125,0.41617606208002583,326.0,325.0,14.5959453125,8.226035646765277,27.5,23.1,0.00156991138671875,0.0013064276043456518,0.00751,0.0032444999999999996,87.52617187499999,11.879118471416932,105.0,105.0,0.312470703125,7.245161410647054,12.7,12.1,11.66650390625,175.53188149722834,1460.0,140.69999999999993,87.5294921875,11.877065993633549,105.0,105.0,0.3304300781250002,7.184264397963598,12.0,12.0,2.830537109375001,143.42440323766613,1000.0,36.245,0.1019867382812499,5.623321185890042,19.0,8.910499999999999,0.08590234375,0.052142144160283975,0.328,0.16634999999999997,322.927734375,0.4599723409547137,325.0,323.0,11.41888671875,8.634821149510994,28.6,23.744999999999997,0.0012440271958593751,0.0015552713962952388,0.00769,0.003964499999999999,28.884765624999993,1.379708678967542,38.8,29.7,-0.46816406250000003,2.316666358380561,0.1,0.025,-3.60947265625,57.42622554195379,125.0,6.25,28.880859374999993,1.3669168816993262,38.7,29.7,-0.466015625,2.31214890572728,0.0,0.0,0.677734375,15.320395041967533,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,1445.6309176273176,2150.0,2010.0,53.12128906249999,2.567722555021837,53.5,53.5,1.3635624999999993,39.67632391507639,123.0,58.08499999999999,197.333984375,1445.596266662588,2150.0,2010.0,53.09394531249998,2.5016835075623125,53.3,53.3,0.97656254471875,9.83374677303889,100.0,9.54e-07,21.677734375,5.509219221400012,65.2,27.2,0.9385625,0.20028350999271008,2.89,1.09,319.669921875,2.288394973861917,322.0,322.0,117.6125,5.067208458559802,125.0,121.0,0.177681640625,0.028389351664547563,0.533,0.21,12.0,0.0,12.0,12.0,worn
